,Unnamed: 0.1,Unnamed: 0,CustomerId,Gender,Age,PostalCode,MinTrxValue,MaxTrxValue,TotalTrxValue,Cash,CreditCard,Cheque,SinceLastTrx,Churn,SqrtTotal,SqrtMax,SqrtMin
426,426,428,866,male,20.0,2,210.79,210.79,210.79,0,1,0,476.0,no,14.518608748774794,14.518608748774794,14.518608748774794
427,427,429,965,male,53.0,6,1.85,583.58,1098.33,0,1,0,241.0,no,33.141062143510126,24.157400522407208,1.3601470508735443
428,428,430,497,female,78.0,5,347.91,347.91,347.91,1,0,0,668.0,yes,18.65234569698943,18.65234569698943,18.65234569698943
429,429,431,626,male,28.0,6,0.25,315.0,376.78,0,1,0,591.0,no,19.41082172397655,17.74823934929885,0.5
430,430,432,139,female,73.0,3,2.08,131.1,240.59,0,1,1,1361.0,yes,15.510963864312236,11.449890829173874,1.4422205101855958
431,431,433,25,female,49.0,4,2.42,107.19,109.61,0,1,0,1278.0,yes,10.469479452198184,10.353260356042439,1.5556349186104046
432,432,434,525,female,39.0,3,0.29,103.29,265.22,1,1,0,894.0,yes,16.285576440519385,10.16316879718132,0.5385164807134504
433,433,435,676,female,42.0,3,29.37,292.45,321.82,0,1,0,913.0,yes,17.939342239892742,17.101169550647697,5.419409561935692
434,434,436,504,female,39.0,1,10.23,120.0,216.2,0,1,1,765.0,yes,14.703741020570241,10.954451150103322,3.1984371183438953
435,435,437,462,male,44.0,3,418.31,418.31,418.31,0,1,0,1136.0,yes,20.452628192973147,20.452628192973147,20.452628192973147
436,436,438,893,male,56.0,3,0.63,1.87,2.5,0,1,0,834.0,no,1.5811388300841898,1.3674794331177345,0.7937253933193772
437,437,439,768,male,22.0,2,0.15,571.94,620.37,1,0,1,699.0,no,24.907227866625384,23.915267090291927,0.3872983346207417
438,438,440,279,male,55.0,7,64.91,256.63,586.27,0,1,0,475.0,yes,24.213013030186886,16.01967540245432,8.056674251823763
439,439,441,376,male,38.0,6,4.06,570.84,624.65,1,0,0,1259.0,yes,24.992999019725502,23.892258160333025,2.0149441679609885
440,440,442,56,female,25.0,4,0.27,45.44,50.91,0,1,0,665.0,yes,7.135124385741288,6.740919818541086,0.5196152422706632
441,441,443,672,male,42.0,4,37.68,37.68,37.68,0,1,0,383.0,no,6.138403701289122,6.138403701289122,6.138403701289122
442,442,444,652,female,57.0,9,3.97,487.26,704.41,0,1,0,819.0,no,26.540723426462964,22.073966566976583,1.9924858845171276
443,443,445,311,male,76.0,3,337.06,337.06,337.06,0,1,0,934.0,yes,18.359193882085346,18.359193882085346,18.359193882085346
444,444,446,384,female,18.0,3,1.0,783.08,867.86,0,1,0,663.0,no,29.45946367468356,27.98356660613511,1.0
445,445,447,869,female,83.0,5,70.62,287.51,358.13,1,0,0,733.0,yes,18.924322973358915,16.956119839161317,8.403570669661796
446,446,448,795,male,29.0,4,5.31,98.96,263.82,0,1,0,419.0,no,16.242536747688153,9.94786409235671,2.3043437243605824
447,447,449,336,male,34.0,5,1.23,188.74,333.72,0,1,1,772.0,no,18.268004817165995,13.738267721950974,1.1090536506409416
448,448,450,348,male,41.0,5,0.03,212.96,385.21,0,1,1,481.0,no,19.62676743633551,14.59314907756376,0.17320508075688773
449,449,451,706,female,81.0,3,0.0,1.67,2.5,1,1,0,924.0,no,1.5811388300841898,1.2922847983320085,0.0
450,450,452,501,male,27.0,5,16.0,88.08,201.42,0,1,0,255.0,no,14.192251407017844,9.385094565320053,4.0
451,451,453,220,male,29.0,4,38.12,103.21,141.33,0,1,0,522.0,no,11.888229472886197,10.159232254457025,6.174139616173252
452,452,454,529,male,28.0,5,0.32,223.44,487.54,0,1,1,544.0,no,22.080307968866737,14.947909552843836,0.565685424949238
453,453,455,46,female,81.0,8,34.38,256.06,884.5,1,0,1,1066.0,yes,29.740544715926102,16.00187489014959,5.863446085707619
454,454,456,420,male,80.0,3,0.76,150.22,315.02,0,1,1,334.0,no,17.74880277652552,12.256426885516023,0.8717797887081347
455,455,457,924,male,57.0,5,3.4,23.61,27.01,1,0,0,1176.0,yes,5.197114584074513,4.859012245302536,1.8439088914585775
456,456,458,799,female,71.0,4,71.28,240.29,495.53,1,0,0,1099.0,yes,22.260503138967906,15.50129026887762,8.442748367682173
457,457,459,949,male,70.0,6,0.28,131.38,151.79,1,0,1,794.0,yes,12.320308437697491,11.462111498323509,0.5291502622129182
458,458,460,541,female,30.0,1,406.04,406.04,406.04,0,1,0,661.0,no,20.150434238497194,20.150434238497194,20.150434238497194
459,459,461,218,male,43.0,8,10.45,128.28,177.99,1,1,1,1284.0,yes,13.341289293018123,11.326076107814215,3.2326459750489227
460,460,462,890,male,20.0,6,0.04,47.94,61.96,1,0,0,476.0,no,7.871467461661771,6.923871749245504,0.2
461,461,463,944,male,49.0,7,10.19,252.55,262.74,0,1,0,610.0,yes,16.20925661466312,15.891821796131493,3.1921779399024737
462,462,464,873,male,45.0,5,24.96,204.48,616.53,1,1,0,452.0,yes,24.830022150614365,14.299650345375582,4.995998398718719
463,463,465,680,female,83.0,6,0.05,132.71,371.37,1,1,0,890.0,yes,19.270962612178977,11.519982638875808,0.22360679774997896
464,464,466,45,male,70.0,4,0.06,60.41,144.38,0,1,0,1070.0,yes,12.015822901491184,7.772387020729218,0.2449489742783178
465,465,467,576,male,21.0,2,0.67,155.53,273.99,1,1,0,311.0,no,16.552643293444103,12.471166745737946,0.8185352771872451
466,466,468,421,male,40.0,6,0.01,1.33,2.51,1,1,0,1111.0,yes,1.5842979517754858,1.1532562594670797,0.1
467,467,469,818,female,32.0,2,5.17,170.29,229.92,0,1,0,159.0,yes,15.163113136819891,13.049521064008442,2.2737634001804143
468,468,470,782,male,40.0,5,307.36,307.36,307.36,1,0,0,297.0,yes,17.531685600648903,17.531685600648903,17.531685600648903
469,469,471,264,male,59.0,7,2.48,353.88,487.43,0,1,0,739.0,no,22.07781692106355,18.81169848790906,1.5748015748023623
470,470,472,535,male,72.0,6,349.05,349.05,349.05,1,0,0,890.0,no,18.682879863661277,18.682879863661277,18.682879863661277
471,471,473,275,female,39.0,2,1.91,108.49,235.03,0,1,1,605.0,yes,15.330688177638994,10.41585330157832,1.3820274961085253
472,472,474,707,female,52.0,3,131.34,161.5,292.84,1,0,0,688.0,yes,17.112568480505782,12.708265027138834,11.460366486286553
473,473,475,130,male,31.0,3,2.03,316.91,454.4,1,0,0,1070.0,yes,21.316660151158764,17.80196618354276,1.4247806848775006
474,474,476,673,female,22.0,4,0.01,196.47,495.62,1,1,0,109.0,no,22.262524564837655,14.0167756634684,0.1
475,475,477,963,female,64.0,8,355.41,355.41,355.41,0,1,0,633.0,yes,18.85232081203797,18.85232081203797,18.85232081203797
476,476,478,440,female,39.0,7,0.03,117.8,207.66,1,1,1,974.0,yes,14.410412901787375,10.853570840972107,0.17320508075688773
477,477,479,577,male,57.0,4,14.26,113.77,349.71,1,0,0,1174.0,yes,18.700534751712315,10.666302077102449,3.776241517699841
478,478,480,993,female,82.0,4,422.07,422.07,422.07,1,0,0,169.0,no,20.54434228686818,20.54434228686818,20.54434228686818
479,479,481,607,female,29.0,5,4.24,168.29,251.27,0,0,1,826.0,yes,15.851498351890903,12.972663566130127,2.0591260281974
480,480,482,773,female,72.0,4,26.29,171.55,323.44,0,1,0,1055.0,yes,17.984437717093076,13.097709723459289,5.127377497317708
481,481,483,271,female,51.0,4,19.76,417.2,590.74,0,1,0,993.0,yes,24.30514348857048,20.42547429069886,4.445222154178574
482,482,484,182,male,17.0,5,0.0,1.21,2.5,1,0,1,1497.0,yes,1.5811388300841898,1.1,0.0
483,483,485,945,female,25.0,2,0.0,265.84,582.7,1,1,1,722.0,no,24.13917977065501,16.304600577751053,0.0
484,484,486,609,male,61.0,5,16.0,132.56,257.47,1,0,0,1006.0,yes,16.045871743224176,11.513470371699404,4.0
485,485,487,690,male,27.0,4,163.41,163.41,163.41,0,0,1,571.0,no,12.783192089615175,12.783192089615175,12.783192089615175
486,486,488,798,female,18.0,6,0.01,152.94,328.25,1,1,0,545.0,no,18.117670931993437,12.366891282775958,0.1
487,487,489,755,female,74.0,9,212.79,212.79,212.79,0,1,0,998.0,yes,14.587323263710857,14.587323263710857,14.587323263710857
488,488,490,962,male,53.0,4,215.0,215.0,215.0,0,1,0,694.0,no,14.66287829861518,14.66287829861518,14.66287829861518
489,489,491,909,male,64.0,9,297.78,297.78,297.78,0,1,0,386.0,no,17.25630319622369,17.25630319622369,17.25630319622369
490,490,492,140,female,17.0,4,0.19,75.01,118.23,0,1,0,907.0,no,10.873361945598978,8.66083136886985,0.43588989435406733
491,491,493,935,female,69.0,4,243.2,243.2,243.2,0,0,1,652.0,yes,15.594870951694341,15.594870951694341,15.594870951694341
492,492,494,971,male,39.0,6,9.99,72.42,93.45,0,1,0,522.0,yes,9.66695401871758,8.509994124557315,3.1606961258558215
493,493,495,745,male,79.0,6,0.0,420.12,503.31,0,1,1,905.0,no,22.43457153591305,20.496829023046466,0.0
494,494,496,48,male,55.0,3,144.3,144.3,144.3,1,0,0,879.0,yes,12.0124934963562,12.0124934963562,12.0124934963562
495,495,497,984,female,23.0,7,88.23,480.83,827.49,0,1,0,410.0,no,28.766125912260065,21.92783619055925,9.393082561119114
496,496,498,456,female,51.0,7,77.38,240.02,520.08,0,1,0,1238.0,yes,22.805262550560563,15.492578868606737,8.7965902484997
497,497,499,86,male,35.0,6,401.4,401.4,401.4,0,1,0,1426.0,yes,20.0349694284768,20.0349694284768,20.0349694284768
498,498,500,870,male,25.0,7,59.62,281.55,341.17,0,1,0,466.0,no,18.470787747142783,16.779451719290474,7.721398836998384
499,499,501,43,male,21.0,2,0.01,424.62,483.33,0,1,1,623.0,no,21.984767453853134,20.606309713289278,0.1
500,500,502,880,male,20.0,6,9.03,64.62,120.42,0,1,0,753.0,no,10.973604694903129,8.038656604184558,3.004995840263344
501,501,503,719,female,72.0,3,0.09,422.36,496.84,1,1,0,1122.0,yes,22.289908030317218,20.55139897914495,0.3
502,502,504,231,male,47.0,1,71.0,317.24,388.24,1,0,0,1137.0,yes,19.703806738800502,17.811232411037704,8.426149773176359
503,503,505,704,female,18.0,5,58.53,160.02,218.55,0,1,0,450.0,no,14.783436677579406,12.64990118538481,7.6504901803740655
504,504,506,847,male,32.0,6,0.18,83.61,86.72,1,1,0,460.0,no,9.312357381458252,9.143850392476903,0.4242640687119285
505,505,507,413,male,66.0,4,541.72,541.72,541.72,0,1,0,741.0,no,23.27487916187751,23.27487916187751,23.27487916187751
506,506,508,617,female,46.0,3,264.96,264.96,264.96,0,1,0,452.0,yes,16.277591959500644,16.277591959500644,16.277591959500644
507,507,509,261,male,35.0,8,634.36,634.36,634.36,0,1,0,913.0,no,25.186504322751897,25.186504322751897,25.186504322751897
508,508,510,850,female,33.0,9,0.11,189.74,316.01,1,1,1,786.0,yes,17.776670104381193,13.77461433216916,0.33166247903553997
509,509,511,31,male,66.0,2,154.79,194.79,349.58,1,0,0,1178.0,yes,18.697058592195724,13.956718812099068,12.441462936487815
510,510,512,241,female,64.0,5,140.17,140.17,140.17,0,1,0,424.0,yes,11.83934119788766,11.83934119788766,11.83934119788766
511,511,513,430,male,36.0,5,2.5,2.5,2.5,0,1,0,749.0,no,1.5811388300841898,1.5811388300841898,1.5811388300841898
512,512,514,872,male,19.0,5,52.13,194.67,437.66,0,1,1,506.0,no,20.920325045275945,13.952419145080182,7.220110802473879
513,513,515,646,female,23.0,3,0.81,24.28,88.97,1,1,0,548.0,yes,9.432391001225511,4.927473997901968,0.9
514,514,516,313,male,51.0,4,16.6,456.23,566.64,0,1,0,655.0,yes,23.804201309852846,21.359541193574362,4.0743097574926725
515,515,517,638,male,42.0,6,7.9,400.88,638.29,0,1,0,795.0,no,25.26440183340979,20.021987913291728,2.8106938645110393
516,516,518,855,female,26.0,5,1.07,175.81,242.71,0,1,0,145.0,no,15.579152736910952,13.259336333316234,1.03440804327886
517,517,519,544,female,46.0,4,342.54,342.54,342.54,0,0,1,731.0,yes,18.50783617822462,18.50783617822462,18.50783617822462
518,518,520,427,male,53.0,4,100.54,401.52,927.86,0,1,1,656.0,no,30.460794474208974,20.03796396842753,10.0269636480841
519,519,521,247,female,50.0,3,334.65,334.65,334.65,1,0,0,901.0,yes,18.293441447688295,18.293441447688295,18.293441447688295
520,520,522,169,male,61.0,5,0.34,158.68,239.32,0,1,1,741.0,no,15.469970911414151,12.59682499679979,0.5830951894845301
521,521,523,265,male,27.0,5,0.9,24.82,44.74,1,0,0,910.0,yes,6.688796603276257,4.98196748283246,0.9486832980505138
522,522,524,889,male,37.0,6,18.1,18.1,18.1,0,1,0,646.0,no,4.254409477236529,4.254409477236529,4.254409477236529
523,523,525,341,male,64.0,5,130.29,628.33,758.62,0,1,0,194.0,no,27.5430572014074,25.066511524342594,11.414464507807626
524,524,526,744,female,40.0,3,2.96,79.12,172.37,0,1,1,1214.0,yes,13.128975588369414,8.894942383174834,1.7204650534085253
525,525,527,61,male,52.0,7,5.66,199.64,381.84,0,1,1,920.0,yes,19.540726700918775,14.12940196894405,2.3790754506740637
526,526,528,846,male,64.0,4,0.0,114.61,226.02,1,0,1,302.0,no,15.033961553762202,10.705606008068857,0.0
527,527,529,694,female,22.0,6,4.16,225.68,333.83,0,1,0,243.0,no,18.271015297459524,15.022649566571138,2.039607805437114
528,528,530,13,male,27.0,4,3.34,231.36,363.5,1,0,1,960.0,no,19.06567596493762,15.210522673465235,1.8275666882497066
529,529,531,431,male,69.0,7,0.05,106.26,179.11,1,0,0,1179.0,yes,13.383198421901994,10.30824912388132,0.22360679774997896
530,530,532,530,female,87.0,6,0.0,124.31,148.09,1,1,0,1010.0,yes,12.169223475637219,11.14943944779288,0.0
531,531,533,538,male,34.0,3,0.03,1.03,2.5,0,1,0,743.0,no,1.5811388300841898,1.014889156509222,0.17320508075688773
532,532,534,610,male,20.0,5,0.31,472.35,643.75,0,1,0,351.0,no,25.37222891273055,21.733614517608434,0.5567764362830022
533,533,535,59,female,47.0,2,0.0,171.76,195.95,0,1,1,1480.0,yes,13.998214171814917,13.105723940324701,0.0
534,534,536,553,female,29.0,3,58.09,206.37,520.28,0,1,1,492.0,no,22.809647081881824,14.365583872575455,7.621679604916491
535,535,537,323,female,18.0,6,1.18,1.32,2.5,0,0,1,1221.0,yes,1.5811388300841898,1.1489125293076057,1.0862780491200215
536,536,538,449,female,18.0,4,0.0,91.38,142.02,1,1,1,448.0,no,11.917214439624724,9.55928867646542,0.0
537,537,539,302,male,36.0,5,1.78,149.11,264.06,1,1,0,1211.0,no,16.24992307674101,12.211060560000512,1.3341664064126333
538,538,540,723,female,45.0,5,275.27,275.27,275.27,0,1,0,1080.0,yes,16.59126276086302,16.59126276086302,16.59126276086302
539,539,541,432,male,31.0,5,3.63,364.44,401.28,0,1,0,600.0,no,20.031974440878262,19.09031167896428,1.905255888325765
540,540,542,408,male,20.0,4,0.0,479.17,662.13,1,0,0,1122.0,no,25.731886833265843,21.889952032839176,0.0
541,541,543,2,male,35.0,3,0.23,330.07,354.03,0,0,1,827.0,yes,18.815684946341975,18.16782870901198,0.47958315233127197
542,542,544,22,female,35.0,4,0.11,223.31,233.99,0,1,0,1234.0,no,15.296731677060954,14.94356048604214,0.33166247903553997
543,543,545,729,female,50.0,6,149.92,149.92,149.92,1,0,0,853.0,no,12.244182292011173,12.244182292011173,12.244182292011173
544,544,546,831,female,26.0,3,679.52,679.52,679.52,0,1,0,205.0,no,26.067604416209786,26.067604416209786,26.067604416209786
545,545,547,26,female,33.0,5,1.46,249.45,326.33,0,1,0,1354.0,yes,18.0646062785769,15.79398619728408,1.2083045973594573
546,546,548,128,male,65.0,2,5.08,490.9,640.61,1,0,0,998.0,yes,25.31027459353217,22.156263222845137,2.253885533916929
547,547,549,510,female,71.0,5,148.44,148.44,148.44,0,1,0,1037.0,yes,12.183595528414426,12.183595528414426,12.183595528414426
548,548,550,29,female,64.0,6,1.09,242.16,310.93,0,1,1,929.0,yes,17.633207308938438,15.561490931141527,1.044030650891055
549,549,551,834,male,21.0,6,17.26,156.5,237.21,0,1,0,757.0,yes,15.40162329106903,12.509996003196804,4.154515615568198
550,550,552,953,male,46.0,2,1.41,681.63,693.52,1,0,0,835.0,yes,26.334767893414213,26.10804473720696,1.1874342087037917
551,551,553,464,male,48.0,4,118.83,118.83,118.83,0,1,0,609.0,yes,10.900917392586736,10.900917392586736,10.900917392586736
552,552,554,284,female,73.0,5,14.89,36.6,51.49,1,0,0,1288.0,yes,7.175653280364095,6.04979338490167,3.8587562763149474
553,553,555,656,male,21.0,5,0.13,57.87,131.27,1,0,1,716.0,no,11.457312075700827,7.6072333998635795,0.36055512754639896
554,554,556,896,male,89.0,4,0.56,1.94,2.5,1,0,0,535.0,yes,1.5811388300841898,1.3928388277184118,0.7483314773547883
555,555,557,495,male,29.0,6,0.0,532.44,534.32,0,1,0,772.0,no,23.115362856766925,23.074661427635295,0.0
556,556,558,559,female,27.0,4,29.92,423.98,453.9,1,0,0,380.0,yes,21.304929007157007,20.590774633315768,5.469917732470938
557,557,559,731,male,42.0,3,0.14,343.48,346.79,0,1,0,360.0,yes,18.622298461790372,18.533213428868724,0.37416573867739417
558,558,560,805,male,31.0,2,5.55,151.88,306.49,1,0,0,423.0,yes,17.50685579994306,12.323960402403117,2.355843797877949
559,559,561,418,male,52.0,3,0.36,251.39,251.75,1,0,0,972.0,yes,15.86663165262243,15.855283031217072,0.6
560,560,562,615,male,48.0,5,0.02,3.65,6.51,0,1,1,229.0,yes,2.5514701644346145,1.91049731745428,0.1414213562373095
561,561,563,435,male,26.0,3,35.88,35.88,35.88,0,1,0,726.0,no,5.989991652748775,5.989991652748775,5.989991652748775
562,562,564,262,female,18.0,3,518.23,518.23,518.23,0,1,0,819.0,no,22.764665602639543,22.764665602639543,22.764665602639543
563,563,565,862,female,42.0,5,161.25,161.25,161.25,0,1,0,967.0,no,12.698425099200294,12.698425099200294,12.698425099200294
564,564,566,216,male,26.0,4,652.71,652.71,652.71,0,1,0,751.0,no,25.54818975974619,25.54818975974619,25.54818975974619
565,565,567,520,male,33.0,5,0.0,1.42,2.51,0,1,1,361.0,no,1.5842979517754858,1.1916375287812984,0.0
566,566,568,738,female,81.0,6,0.03,229.21,282.7,1,1,1,636.0,yes,16.813684902483452,15.139682955729292,0.17320508075688773
567,567,569,278,female,48.0,4,64.18,470.56,534.74,1,0,0,931.0,yes,23.12444593930847,21.692394980729997,8.011242100947893
568,568,570,631,female,73.0,8,6.38,102.32,172.95,0,1,1,975.0,yes,13.151045585807996,10.115334893121434,2.5258661880630178
569,569,571,47,female,47.0,3,0.02,115.63,264.75,1,1,0,1470.0,yes,16.27114009527298,10.753139076567363,0.1414213562373095
570,570,572,722,male,37.0,3,0.76,94.1,179.76,1,0,1,1047.0,yes,13.407460609675494,9.70051545022222,0.8717797887081347
571,571,573,628,female,50.0,3,5.25,646.96,765.47,1,0,0,1076.0,no,27.667128510201415,25.43540839066674,2.29128784747792
572,572,574,517,male,18.0,4,0.05,172.89,206.1,1,1,0,628.0,no,14.35618333680648,13.148764200486674,0.22360679774997896
573,573,575,761,female,42.0,2,0.88,124.57,205.63,1,1,0,1153.0,yes,14.339804740651108,11.161093136427095,0.938083151964686
574,574,576,100,female,33.0,5,3.21,86.77,141.59,0,1,1,1008.0,yes,11.89915963419266,9.315041599477697,1.7916472867168918
575,575,577,560,female,18.0,4,17.66,305.75,346.65,1,0,0,509.0,yes,18.618539147849383,17.48570845004571,4.202380277890139
576,576,578,325,male,26.0,3,4.4,75.08,270.53,1,1,0,142.0,no,16.447796204963144,8.664871608973788,2.0976176963403033
577,577,579,705,female,22.0,6,399.05,399.05,399.05,0,0,1,659.0,yes,19.976235881666998,19.976235881666998,19.976235881666998
578,578,580,368,male,49.0,5,0.03,12.13,17.32,1,1,1,704.0,no,4.161730409336962,3.4828149534536,0.17320508075688773
579,579,581,760,female,45.0,7,0.74,69.48,139.26,0,1,0,872.0,yes,11.80084742719776,8.335466393669883,0.8602325267042626
580,580,582,457,female,62.0,4,0.01,42.84,47.49,0,1,0,573.0,yes,6.89129886160802,6.545227268781429,0.1
581,581,583,226,male,52.0,4,24.25,106.04,159.14,0,1,0,804.0,no,12.615070352558481,10.297572529484802,4.924428900898052
582,582,584,399,female,56.0,2,9.61,124.31,255.32,0,1,0,1232.0,yes,15.978735869899095,11.14943944779288,3.1
583,583,585,333,male,41.0,6,24.45,280.55,648.25,1,1,0,820.0,yes,25.46075411294803,16.749626861515452,4.944694126030447
584,584,586,637,female,25.0,7,16.86,16.86,16.86,0,0,1,1148.0,no,4.106093033529562,4.106093033529562,4.106093033529562
585,585,587,77,female,35.0,7,101.54,101.54,101.54,0,1,0,1216.0,yes,10.076705810928491,10.076705810928491,10.076705810928491
586,586,588,624,male,89.0,6,189.45,345.48,534.93,0,1,0,102.0,yes,23.128553780986824,18.587092295461385,13.764083696345354
587,587,589,600,male,21.0,1,157.77,461.11,618.88,0,1,0,290.0,no,24.87729888874594,21.473472006175435,12.560652849274993
588,588,590,230,male,31.0,3,26.07,475.28,768.48,0,1,0,382.0,no,27.721471822397888,21.800917411888886,5.105878964487897
589,589,591,997,male,84.0,4,80.78,699.32,873.12,0,1,0,870.0,no,29.548604027940137,26.444659196140154,8.987769467448528
590,590,592,453,male,37.0,5,0.09,439.78,465.38,0,1,1,635.0,no,21.572667892497673,20.97093226349272,0.3
591,591,593,23,female,17.0,7,432.95,432.95,432.95,0,1,0,930.0,no,20.807450588671358,20.807450588671358,20.807450588671358
592,592,594,701,male,28.0,5,12.23,404.28,842.05,1,1,0,401.0,no,29.018097801199858,20.106715296139246,3.4971416900091423
593,593,595,108,male,48.0,6,5.51,265.44,605.58,0,1,1,1035.0,no,24.608535104715195,16.29232948353304,2.3473389188611002
594,594,596,340,male,53.0,7,492.15,492.15,492.15,0,1,0,597.0,no,22.184454016270042,22.184454016270042,22.184454016270042
595,595,597,763,male,58.0,3,180.88,301.93,482.81,1,0,0,523.0,no,21.972937900972642,17.376133056580798,13.449163542763543
596,596,598,450,female,61.0,4,0.31,188.39,421.63,1,1,1,387.0,no,20.533630950224072,13.72552366942697,0.5567764362830022
597,597,599,934,female,76.0,4,11.23,90.93,196.14,0,1,0,779.0,yes,14.004999107461591,9.535722311393092,3.351119216023208
598,598,600,49,male,42.0,4,0.02,525.77,639.95,0,1,1,583.0,no,25.297233050276468,22.92967509582288,0.1414213562373095
599,599,601,664,female,16.0,4,13.72,186.12,232.57,0,1,0,173.0,no,15.25024589965683,13.642580401082487,3.704051835490427
600,600,602,938,male,51.0,1,650.65,650.65,650.65,0,1,0,375.0,no,25.507841931453157,25.507841931453157,25.507841931453157
601,601,603,164,male,57.0,4,0.15,162.59,405.9,1,1,1,754.0,no,20.146960068456977,12.751078385768006,0.3872983346207417
602,602,604,118,male,39.0,8,6.27,397.55,487.27,0,1,0,880.0,no,22.074193076984717,19.938655922604212,2.5039968051097827
603,603,605,104,female,51.0,2,162.2,162.2,162.2,1,0,0,1291.0,yes,12.735776379946374,12.735776379946374,12.735776379946374
604,604,606,224,female,79.0,4,0.04,233.72,302.31,0,1,0,986.0,yes,17.38706415701052,15.287903715029081,0.2
605,605,607,58,male,53.0,5,171.69,171.69,171.69,0,1,0,822.0,yes,13.103053079339944,13.103053079339944,13.103053079339944
606,606,608,998,male,20.0,9,874.99,874.99,874.99,0,1,0,419.0,yes,29.580229884164186,29.580229884164186,29.580229884164186
607,607,609,416,male,43.0,5,86.96,218.8,450.01,1,0,0,855.0,yes,21.21343913654738,14.791889669680478,9.325234581499814
608,608,610,479,male,35.0,2,2.34,418.6,669.71,0,1,0,309.0,no,25.878755766071908,20.459716518075222,1.5297058540778354
609,609,611,119,female,37.0,6,0.0,1.5,2.51,0,1,1,971.0,no,1.5842979517754858,1.224744871391589,0.0
610,610,612,259,female,29.0,3,77.84,241.39,427.79,0,1,0,883.0,no,20.683084876294444,15.53673067282818,8.822698000045111
611,611,613,195,male,52.0,5,49.17,185.09,293.34,0,1,1,1049.0,no,17.127171395183733,13.604778572251737,7.012132343303284
612,612,614,764,male,33.0,3,0.02,16.85,30.26,0,1,1,349.0,no,5.500909015790027,4.104875150354759,0.1414213562373095
613,613,615,595,female,18.0,9,7.14,358.28,426.67,0,1,0,777.0,no,20.655991866768346,18.928285712129348,2.6720778431774774
614,614,616,201,female,27.0,8,0.14,201.21,296.57,0,1,0,508.0,no,17.22120785543221,14.184851074297537,0.37416573867739417
615,615,617,113,male,40.0,5,0.18,239.33,419.47,1,1,1,572.0,no,20.480966774056345,15.47029411485121,0.4242640687119285
616,616,618,193,female,17.0,4,0.15,43.88,67.32,1,1,1,571.0,yes,8.204876598706406,6.624198064671678,0.3872983346207417
617,617,619,256,female,86.0,7,429.5,429.5,429.5,0,1,0,675.0,yes,20.724381776062707,20.724381776062707,20.724381776062707
618,618,620,771,female,16.0,5,0.03,223.6,260.97,0,1,1,376.0,no,16.15456591803073,14.953260514014994,0.17320508075688773
619,619,621,167,male,29.0,5,10.0,195.61,390.21,0,1,0,510.0,yes,19.753733824267247,13.986064492915798,3.1622776601683795
620,620,622,639,male,78.0,2,0.09,85.72,86.13,1,0,0,1248.0,yes,9.280624978954812,9.258509599282165,0.3
621,621,623,127,male,65.0,3,3.22,140.92,260.94,1,0,1,420.0,yes,16.153637361288013,11.870973001401358,1.794435844492636
622,622,624,518,female,53.0,4,4.6,246.63,407.34,0,1,0,411.0,yes,20.18266582986499,15.7044579658134,2.1447610589527217
623,623,625,327,female,77.0,6,0.17,204.91,392.07,0,1,0,1015.0,yes,19.800757561265176,14.31467778191322,0.41231056256176607
624,624,626,409,male,41.0,7,0.14,582.97,920.73,0,1,1,560.0,no,30.343533083673695,24.144771690782253,0.37416573867739417
625,625,627,681,female,28.0,3,1.21,32.79,58.86,1,1,1,649.0,no,7.672027111526653,5.726255320888163,1.1
626,626,628,605,female,41.0,1,10.37,225.06,235.43,0,1,0,596.0,no,15.34372836047354,15.001999866684441,3.2202484376209237
627,627,629,101,male,50.0,2,0.06,281.16,425.57,1,1,0,1209.0,yes,20.62934802653734,16.767826334978544,0.2449489742783178
628,628,630,180,female,89.0,4,469.48,469.48,469.48,1,0,0,1189.0,yes,21.66748716395143,21.66748716395143,21.66748716395143
629,629,631,138,female,63.0,6,0.04,58.69,69.33,1,1,0,978.0,no,8.326463835266445,7.6609398901179215,0.2
630,630,632,853,male,39.0,7,211.29,211.29,211.29,0,1,0,752.0,no,14.535817830449032,14.535817830449032,14.535817830449032
631,631,633,65,female,47.0,4,58.02,328.1,386.12,1,0,0,990.0,no,19.64993638666548,18.11353085403285,7.6170860570168175
632,632,634,709,female,43.0,5,0.04,43.42,83.45,1,1,0,508.0,yes,9.135097153287424,6.589385403814228,0.2
633,633,635,250,male,50.0,6,2.74,211.39,278.53,0,1,0,1054.0,yes,16.68921807635097,14.539257202484588,1.6552945357246849
634,634,636,472,female,18.0,3,0.06,336.87,599.61,0,1,1,662.0,no,24.486935292110363,18.354018633530913,0.2449489742783178
635,635,637,89,female,27.0,3,0.22,160.31,337.36,1,1,0,750.0,no,18.36736235827017,12.661358536902744,0.469041575982343
636,636,638,721,male,69.0,6,0.05,1.0,2.5,1,1,0,1071.0,yes,1.5811388300841898,1.0,0.22360679774997896
637,637,639,992,female,28.0,4,0.24,37.8,58.55,1,1,0,161.0,no,7.651797174520506,6.148170459575759,0.4898979485566356
638,638,640,444,female,43.0,6,1.35,340.18,410.98,0,1,0,979.0,no,20.272641663088706,18.4439692040515,1.161895003862225
639,639,641,974,male,38.0,4,392.84,392.84,392.84,0,1,0,38.0,no,19.820191724602463,19.820191724602463,19.820191724602463
